Title,cluster
Một người sếp đáng để bạn học hỏi,0
Một công ty rất phù hợp cho những ai muốn gắn bó lâu dài,1
Công ty đáng để gắn bó,0
1 Start up đáng để trải nghiệm,1
"Môi trường trẻ trung, Sếp và đồng nghiệp đều hoà đồng, hỗ trợ giúp đỡ nhau.",1
Sent wrong name of candidate in the first round.,0
"Môi trường trẻ, năng động, lành mạnh, đãi ngộ tốt",1
"Sếp tốt, văn hoá công ty tuyệt vời",1
"Nhân viên được cấp 2 màn hình, sếp hoà đồng, đồng nghiệp thoải mái thân thiện.",0
Cả Sếp và nhân viên đều hòa đồng,0
"Môi trường làm việc thoải mái, đồng nghiệp nhiệt tình hỗ trợ",1
1 công ty về AI đáng để thử sức.,1
Công ty rất quan tâm đến nhân viên,2
"Trang thiết bị xịn, nhân viên được trang bị hàng ""Apple""",0
"Môi trường làm việc thoải mái, cởi mở, tôn trọng lẫn nhau",1
"Sếp tốt, đồng nghiệp vui vẻ, môi trường làm việc thoải mái",1
"Văn hóa công ty trẻ, thú vị",0
Văn hóa công ty thú vị,0
Đãi ngộ tốt cho nhân viên,1
Công ty chú trọng vào phát triển con người,2
Cảm thấy tự hào khi là thành viên của Athena Studio,1
"Sếp tốt, thân thiện",2
"Quy trình làm việc minh bạch, rõ ràng Trải nghiệm onboarding tốt",0
Nhân viên mới đều được cấp Macbook đời mới,0
"Văn phòng đẹp, gần trung tâm thành phố, thuận tiện di chuyển",0
Bad communication,2
Mọi người trong công ty hòa đồng và tôn trọng lẫn nhau,1
"Môi trường làm việc thân thiện, có nhiều cơ hội thăng tiến",1
Tuyệt vời!,0
Làm ở đây rất mệt,0
Môi trường làm việc tốt,2
Good Company,1
Ngôi nhà khác của mình,0
"môi trường làm việc tuyệt vời, thân thiện, cơ hội phát triển thêm năng lực",1
"1 công ty năng động, có nhiều sản phẩm thú vị",1
"1 nơi thoải mái như ở nhà, và vẫn rất chuyên nghiệp",1
Nơi để phát triển bản thân về mọi mặt,1
"Môi trường trẻ, thoải mái",0
"Môi trường toàn người trẻ, thoải mái, hoà đồng, vui vẻ, support lẫn nhau.",2
"Môi trường vui vẻ, thoải mái",2
"Sếp tốt, đồng nghiệp vui vẻ, thân thiện",2
"Công ty môi trường trẻ, thân thiện",2
Product company! Nice working enviroment,2
"Môi trường trẻ, năng động",0
Công ty xịn,2
"AZoom một điểm đến trẻ chung, năng động",0
Công ty nhiều nhân sự trẻ năng động,1
Công ty này mình làm từ hồi còn ở SG nhưng đã chuyển trụ sở về Sihanoukville,0
"Công ty ổn áp, chỉ làm xa nhà chứ mọi phúc lợi đều tốt",2
"Công ty ổn, đồng nghiệp giúp đỡ nhau vì phải làm xa nhà",2
AZPLAYS cung cấp chế độ phúc lợi rất tốt,1
"Thời gian làm việc linh động, oke nha",1
"Công ty đông, nhiều project mới và nhiều fresher",0
Môi trường ok,1
Công ty tốt cho sinh viên mới ra trường,0
"Outsource, cũng ổn cho fresher",2
"Phù hợp fresher, junior",2
"Ổn, phù hợp cho người có kinh nghiệm nhiều",2
Good company,1
Công ty khá ổn,1
Môi trường thân thiện,0
"có thể trải nghiệm, nhưng ko phải nơi mình muốn gắn bó",2
Công ty OK,1
"Cong ty tot, dong nghiep vui ve",0
Công ty khá OK,1
Cong ty kha vui,0
Bình thường,0
"Sếp tốt, lương cao hơn so vs mấy cty embedded khác nhưng ít thưởng",2
Đồng nghiệp hòa đồng,1
Quản lý tận tâm,0
Mệt mỏi với team,2
Sêp dễ thương,2
Phù hợp cho người mới,2
Ổn cho mới ra trường,2
Cũng tạm được,1
"Sếp tốt , lương ổn",2
Nhân viên công ty dễ thương,2
"Technical lead rất tốt, giỏi, support anh em hết mình.",1
"Chế độ đãi ngộ tốt, sếp giỏi, đồng nghiệp thân thiện.",2
"Môi trường làm việc tốt, đồng nghiệp thân thiện hoà đồng, sếp giỏi",1
Sống tốt qua mùa dịch Covid nhờ Lương thưởng đầy đủ và đúng hạn,2
"Có dự án mới, nhiều thử thách",0
"Chế độ tốt, đồng nghiệp vui vẻ và lầy lội",1
"Môi trường làm việc tốt, chế độ tốt",2
"Môi trường làm việc năng động, trẻ trung, văn phòng đẹp",1
"Môi trường thân thiện, sếp tốt, phù hợp cho fresher",1
"Sếp tốt, Leader tốt",2
"Sếp tốt, đồng nghiệp thân thiện",2
Sếp tốt...môi trường phù hợp cho người mới,1
"Đồng nghiệp thân thiện, công ty như một gia đình",1
Môi trường tốt cho fresher học hỏi,2
"Working environment is very good, colleagues always help each other",0
Bản Viên như một gia đình,0
Change words change my life,0
"Mọi người dễ thương và hoà đồng, benefit tốt",0
"Công ty tốt, sếp tốt, đồng hiệp vui vẻ thân thiện,",1
"Môi trường làm việc tốt, định hướng phát triển career path cho nhân viên",0
Một công ty nhỏ nhưng tốt,1
Rất ít Ot chỉ Ot khi có yêu cầu,0
Đánh giá đúng năng lực nhân viên,0
One of the best IT company ever!,0
Good for beginner,0
"Môi trường làm việc, đãi ngộ tốt",0
"Môi trường làm việc thoải mái, thưởng gia hạn hợp đồng",1
"Môi trường khá thoải mái, thân thiện",0
good company,0
Công ty tốt để phát triển bản thân trong lĩnh vực Blockchain,0
Công việc nhiều thử thách,2
"Công ty nhỏ, quy trình không rõ ràng",2
Làm việc ở đây bắt buộc phải nhẫn nại!,2
"Văn phòng đẹp, làm việc từ 9h",2
"Chế độ tốt, văn phòng đẹp, môi trường global",2
Bóc lột sức lao động nhân viên và chi nhánh,2
Công ty có cả dự án product và outsource,1
"Làm việc thoải mái, đề cao yếu tố con người",2
"Nơi bạn đến và chẳng muốn đi, nơi môi trường làm việc tuyệt vời",1
Blue Belt Technology,2
Nhiều cơ hội thăng tiến,1
"Môi trường làm việc trẻ trung, năng động",1
"Môi trường làm việc tốt, năng động",2
"OT nhiều, không có các hoạt động teambuilding, chỉ code và code",2
Good for new entry,0
"Good benifit, evarage salary, not suitable to fresher to learn tech",0
Good place for work,0
Không ổn lắm.,2
Good place for wor,2
Dept tuyển rất nhiều intern vào để chạy task sau đó không giữ lại,2
Embedded Software Engineer,0
Good for fresher,0
Ổn cho fresher làm việc tầm 1-2 năm,2
Great company,0
Operated by talented peoples. Workload can be highly demanding at times.,0
Great company to work,1
môi trường thích hợp cho thực tập sinh và fresher,1
"Môi trường quốc tế, đồng nghiệp hòa đồng",2
Decent for fresher,0
"Môi trường, chính sách tốt",2
Ché độ phúc lợi tốt,0
Good env for Fresher and Intern,0
Đánh giá công ty ổn,2
"đồng nghiệp nice, sếp có người này người kia",2
Công ty là môi trường tốt,1
Cty product đa quốc gia tốt,0
Công ty tốt,1
Công ty product đa quốc gia tốt,1
"good, môi trường thân thiện phù hợp phát triển bản thân",1
Một trong những cty tốt nhất mình từng làm,0
Embedded SW Engineer,1
Good Working Environment,0
Ở đâu cũng có this có that,0
Thực tập embedded,1
trải nghiệm data engineer,2
Công ty khá ok,2
Tốt cho sinh viên mới ra trường,2
Good environment,0
"Chính sách phúc lợi ok, sếp ok, đồng nghiệp ok",0
Quá chính trị,2
"Môi trường quốc tế, hợp cho người thích ổn định",2
Lương ổn. Phúc lợi tuyệt vời. Quy trình làm việc quá rườm rà,2
Môi trường ổn,2
"Môi trường quốc tế, thích hợp với những người thích sự ổn định",2
"Sếp tốt, Benefit tốt",2
Không học hỏi được công nghệ mới,2
"Great environment to grow, but low salary",0
Môi trường tốt cho những ai muôn ổn định sự nghiệp,0
Ok company,0
Vào lấy kinh nghiệm là chính,0
"anh chị hay bạn đồng nghiệp đều rất tốt, nhiệt tình giúp đỡ",1
"Công nghệ cũ, managers không có khả năng quản lý và kỹ thuật",2
Hợp cho người thích ổn định,2
"Dự án nhàn hạ, phù hợp nghỉ ngơi",2
"Môi trường thân thiện, thoải mái. Nhiều dự án cũ. Đãi ngộ thấp.",2
Môi trường văn hoá tốt,1
"chế độ tốt, cơ hội học hỏi có nhưng ít",1
"Không khuyến khích cho fresher, junior",2
"Môi trường thoải mái, benefit tốt",2
Bình thường,2
Công ty ổn,1
Danh gia Bosch,0
"Mỗi trường làm việc thân thiện, chế độ rất tốt cho nhân viên",2
Môi trường tam ổn,2
"Môi trường tốt, vui vẻ, tự hoc tự rèn, nên suy nghĩ kĩ.",0
"Sếp bạc nhược, không đủ bản lĩnh, năng lực thiếu nhưng lại hay chèn ép",2
Công việc ổn định,2
"Good benefits, Good salary",0
Cân bằng - hợp cho ai thích ổn định,2
Công ty con của Bosch Ấn,2
Môi trường ốt,1
"Thích hợp cho fresher, môi trường thoải mái",2
"Sếp tốt, Đội nhóm tuyệt vời, học hỏi được nhiều điều",0
binh thuong thoi,0
Văn phòng đẹp,2
"Môi trường gloal, thưởng tốt, lương trung bình, tăng chậm, career path ổn",2
"Tạm được. Làm 1,2 năm nên nhảy đừng ở lại lâu.",0
Lương thấp ko xứng đáng công sức,2
Một môi trường tốt cho các bạn mới ra trường hoăc cần sự ổn định,2
Môi trường thoải mái,2
"Sếp tốt, đồng nghiệp thân thiện",0
Môi trường thân thiện,1
Máy móc tốt,2
"Môi trường tốt, văn phòng đẹp",2
khong co gi phai che,2
Môi trường tốt,2
"Môi trường tốt, cơ hội phát triển nghề không cao",1
benefit good,0
Công ty tốt,2
Benifit ổn,0
đồng nghiệp nice,0
"Phúc lợi tốt, công việc hơi nhàm chán",2
Good in overall,2
theo ý kiến chủ quan của tôi thì RBVH là 1 công ty tốt cho dân IT,1
"Môi trường thoải mái, lương ổn",2
Phúc lợi tốt,2
Môi trường làm việc ổn định,2
Phúc lợi tốt,2
Cuộc sống hưởng thụ,1
Good enviroment for those who wants a stable job,0
"Công ty xịn xò, nên join",1
Phúc lợi tốt,2
Công ty dành cho người già thích an nhàn,2
"Văn phòng đẹp, phúc lợi tốt",2
Công ty tạm ổn cho sinh viên mới ra trường,2
Lương thấp,2
Môi trường thử thách tốt cho các bạn muốn phát triển toàn diện,2
"Sếp chán, môi trường phúc lợi tốt",2
"Phòng đẹp,sếp chưa biết nhưng mới vào khá nice",0
Môi trường chuyên nghiệp & Phúc Lợi tốt,1
Career path and Benefit tốt,2
Ổn định nếu lâu dài,0
Dành cho các bạn vừa ra trường hoặc những người muốn ổn định về già,1
Mặt bằng chung là ổn,1
Môi trường làm việc tốt,2
"Môi trường ngon lành, sếp thân thiện",2
"Môi trường tốt, , ổn định, ít thử thách",1
"Good, friendly and nice",0
Môi trường tốt,1
"Phúc lợi tốt, lương thấp, tích lũy ít",2
"Môi trường làm việc quốc tế, nhân viên thân thiện, flexible timing.",2
"Phúc lợi tốt, tích lũy exp thấp, Ấn độ xấu tính",2
Môi trường thoải mái,0
"Công ty lớn, chế độ tốt",2
Môi trường tốt,1
"Phúc lợi tốt, giờ giấc thoải mái",2
sếp tốt quan tâm nhân viên,1
Môi trường thích hợp cho các bạn mới ra trường,0
"Môi trường làm việc rất tốt, khuôn viên tuyệt vời!",2
Phù hợp với mấy bạn intern/ Fresher,2
Phúc lợi OK. Công việc thì ngược lại,2
"Tạm ổn, học hỏi được ít hay nhiều tùy vào project",2
"Tạm ổn, tốt cho mấy bạn mới ra trường",2
Tạm ổn cho fresher,1
Phù hợp cho người thích ổn định,2
"Môi trường tệ, cẩn trọng deal lương, cẩn trọng dính bond, v..v",2
"Benefits ngon, môi trường rất tốt, văn phòng đẹp",2
"Môi trường làm việc tốt, thời gian làm việc linh động.",1
"Không phù hợp với những người thích cạnh tranh, thử thách và thay đổi",2
"Thưởng nhiều, chế độ phúc lợi siêu ngon, giờ giấc làm việc thoải mái, sếp tốt",0
công ty rất tốt,2
Môi trường ổn,2
Robert Bosch Engineering and Business Solutions,2
Giờ giấc thoải mái,2
Phong cách lai Ấn Độ và Việt Nam,2
Môi trường tốt,2
"Lương thấp, tăng chậm, sếp kém quản lý qua con số",2
Môi trường làm việc tốt,2
Lương thấp và tăng chậm,2
Công việc ổn định,0
Công việc chán chủ yếu fixed bug. Không recommend các bạn fresher,0
"Phúc lợi tốt, công việc nhàn, sếp và đồng nghiệp thân thiện",2
"Điều kiện làm việc tốt, nhưng môi trường làm việc thì tùy vào team",2
Môi Trường Phù hợp cho các bạn fresher,1
Môi trường phù hợp cho các bạn mới ra trường học hỏi,2
Môi trường làm việc tốt,2
Không dành cho những bạn fresher mới ra trường,2
Môi trường làm việc tốt,2
Tạm ổn cho người bình ổn,2
"Môi trường làm việc thoải mái, nhưng không ổn để phát triển lâu dài",2
Flexible Working Time,2
Môi trường ok,1
"Môi Trường làm việc tốt, flexible time",2
Quản lý tốt,1
Thời gian linh hoạt,2
Công ty tốt nhưng sếp thì...,1
"Môi trường quốc tế, nhưng không chuyên nghiệp",2
"Sếp quan tâm tới nhân viên, giờ giấc thoải mái, nhiều cơ hội phát triển",2
Công việc hơi chán,2
Good environment,1
"Sếp vui vẻ hòa đó, một số ít thì thích nâng bi bợ đít",2
"Môi trường làm việc chuyên nghiệp, văn hoá công ty tốt",1
Công việc lặp lại nhiều,2
Công ty ngày càng xuống cấp,2
Môi trường tốt cho những bạn thích ổn định,2
Môi trường làm việc rất ổn,2
Công ty khá tốt,2
Nhìn chung là ổn đối với người mới đi làm,0
Giờ giấc thoải mái.,2
So so company,0
Môi trường ổn cho người mới hoặc người lâu năm muốn ổn định lâu dài.,2
Phù hợp cho người muốn an phận,2
Chính sách chăm sóc tốt,1
Good working environment,0
"Công nghệ cũ, quy trình phúc tạp và văn hóa phân cấp",2
Môi trường chuyên nghiệp,2
Môi trường ổn định,0
Thích hợp cho nhựng ai thích nhàn hạ,2
Linh hoạt và thoải mái,2
"Công ty ổn, có điều việc thì hơi chán. Hợp với người thích ổn định",0
Môi trường thân thiện,2
Giờ giấc làm việc linh hoạt,2
Benefits tốt,1
Good company,0
Chi phí phúc lợi ổn. Không học được gì để phát triển bản thân.,2
Nhân viên hòa đồng,2
Cty dành cho các bạn thích ổn định,2
Phù hợp cho người làm lâu năm muốn ổn định,2
Môi trường làm việc thân thiện,2
Không có nền tảng công nghệ cụ thể,2
Môi trường Dev chuyên nghiệp,2
môi trường ok,1
"Môi trường thoải mái, công việc chủ động",1
Môi trường thích hợp cho sinh viên mới ra trường,1
lương thấp,2
Môi trường tốt cho thực tập sinh,2
Professional working environment,1
Lương quá thấp,1
"Lương thực tập ổn, lương official thấp, nhân viên tài năng không happy",2
môi trường làm việc ổn,1
Chế độ công ty rất tốt,2
"Môi trường tốt, đồng nghiệp thân thiện.",2
"Tạm ổn, thích hợp cho những ai thích ổn định",2
Điều kiện làm việc tốt,1
chính sách không tốt nên người giỏi không háo hức làm,2
"Môi trương làm việc năng động, quản lý không tốt",2
Thời gian làm việc linh hoạt,2
"bosch lương thấp, lại ko open",2
Môi trường phát triển tốt,1
"Lương thấp, công việc lập lại",0
Tốt cho người thích ổn định,2
học được những điều tuyệt vời,1
Môi trường tốt cho fresher học hỏi.,2
"sếp tốt, biết lắng nghe, đồng nghiệp thân thiện, môi trường chuyên nghiệp",1
Môi trường tốt - career path không ổn định,2
"Việc nhàn, công nghệ cũ",2
Bosch là một công ty tốt,2
moi truong lam viec nhin chung tot,0
"Môi trường làm việc tốt, % tăng lương thấp",1
Sếp tốt - phúc lợi tốt - lương bèo - việc nhàn,0
"Môi trường làm việc thân thiện, thoải mái.",2
"Môi trường làm việc tốt, phúc lợi đầy đủ, phù hợp cho fresher.",1
"Thời gian không gò bó, môi trường làm việc nhẹ nhàng",2
"Chế độ tốt, ko phù hợp với sv mới ra trường cần học hỏi kinh nghiệm",2
Mọi thứ đều ổn. Ngoại trừ khả năng tăng lương,2
Môi trường làm việc tốt,1
"Quy trình nhiều, công việc rất nhiều domain, thường phải ký bond nếu đi onsite",2
"Lương thấp, môi trường làm việc ổn, giờ làm việc thoải mái, còn OT khá nhiều",1
Môi trường làm việc tốt,2
Strong work-life balance,2
Luong than hon thi truong,0
Ổn cho người có gia đình và baby,0
Luong bong,0
"Lương đầu vào thấp, văn Phòng đẹp, Ít OT, tăng lương tạm",2
Chế độ đãi ngộ tương đối khá,1
Low salary,0
Môi trường làm việc tốt,2
"Môi trường tốt, Sếp thân thiện, không gian làm việc thoải mái",2
"Môi trường làm việc thân thiện, vui vẻ",2
"Công ty chuyên nghiệp, phúc lợi tốt, đồng nghiệp thân thiện",1
Môi trường phù hợp cho định hướng ổn định lâu dài,2
Khởi đầu cho những cơ hội tốt hơn sau này,1
không phù hợp cho người năng động,2
Good environment,0
"Phát triển tốt nghề nghiệp, cơ hội đi nước ngoài",1
Tốt cho fresher (tu luyện khoảng 2 năm) và senior đã lập gia đình,2
"Đồng nghiệp thân thiện, lương thấp",0
Good manager,0
Need to improve on HR department,0
Good benefits,0
Sếp không có khả năng quản lí,2
"Benefit is good, way of working is should be improved more",0
Môi trường làm việc tốt,2
Không hợp cho ai muốn phát triển theo hướng techical lead,2
khá tốt khá tốt khá tốt,2
"Sếp không thiệt sự lắng nghe ý kiến và đưa ra giải pháp, đồng nghiệp thân thiện",2
lương thấp so với mặt bằng chung,2
Mọi thứ đều ổn trừ lương.,2
Sếp nhiệt tình,2
Môi trường thân thiện,2
Cần OT nhiều để kịp deadline,1
"Lương tạm, đồng nghiệp tốt.",2
Không phải là môi trường phù hợp cho software developer thuần về hướng kỹ thuật,2
"Không thích hợp cho người trẻ, năng động",2
Không thích hợp cho software developer,2
"Phong cách Ấn Độ, phân biệt giai cấp, cấp manager thấp nịnh bợ cấp manager trên",0
Công việc nhiều,0
"Phát triển nghề nghiệp tốt, nhiều cơ hội đi nước ngoái",2
"Môi trường làm việc thoải mái, đồng nghiệp vui vẻ",0
Good benefit & great training,0
Great working environment,0
Normal Salary,0
"Môi trường rất tốt, thoải mái",2
Môi trường tốt,1
"Môi trường trẻ trung, năng động, cơ hội học tập và phát triển cao",1
Quản lý tệ,2
Văn hoá của công ty rất tốt,1
"Môi trường thân thiện, được cấp máy mac mini làm việc",1
Ngày nào cũng muốn đến công ty làm việc,0
Lovely environtment.,1
Good working environment,0
Great working conditions and environment,0
Chuyên nghiệp và hướng đến phát triển con người,0
Rewiew office Advesa Hanoi,1
Môi trường tốt,2
Canada company Canada working style,1
Công ty phù hợp với các bạn mới ra trường và những người muốn ổn định,2
Nice place to work and grow up your career path,0
"Công ty tốt, phù hợp với các bạn mới ra trường và các anh chị muốn ổn định",2
"Lương tăng chậm, thích hợp dưỡng già",2
"Môi trường làm việc thoải mái, cty là một chi nhánh của cty mẹ tại Pháp.",2
"Sếp tốt bụng, mọi người ai cũng hài hòa",0
Good company,0
Công việc nhàn giờ giấc thoải mái,2
"Nhiều vấn đề khó ở lại lâu (công việc, tăng lương, đ.kiện phát triển nghề)",2
Môi trường thoải mái nhưng ít dự án,2
Công việc không áp lực. Giờ giấc linh hoạt.,0
Môi trường tốt thoải mái,2
Công ty như viện dưỡng lão,2
Phù hợp với sinh viên mới ra trường,2
phù hợp cho người mới và người muốn có công việc ổn định không quá nặng nhọc,2
"Lương bèo, nghỉ thứ 7 cn, Công ty kém năng động, quản lí kém",2
Công ty của Pháp tuy khá quan liêu nhưng đãi ngộ tốt!,2
Môi trường làm việc rất tệ để phát triển về mặt chuyên môn,2
Công ty ổn,2
van phòng đẹp,2
"Môi trường làm việc tốt, văn phòng rộng, có lúc nhiều việc có lúc ít việc",2
Công ty ổn,2
"Ít dự án, ko phù hợp với ng trẻ tuổi",2
"Quản lý ko tốt, nghỉ việc sau 30 phút",2
Môi trường tạm ổn. Thích hợp cho các bạn đã giỏi và muốn ổn định cuộc sống,2
môi trường ổn định,1
văn phòng good,2
lương tăng 2%.,0
"Rất tệ, cách điều hành của bộ phận điều hành vô cùng không chuyên nghiệp",2
Công việc áp lực - lương thấp,2
"Môi trường lớn, chuyên nghiệp",1
"Môi trường Ổn định, không có nhiều chính sách phúc lợi cho nhân viên",1
"Thực tập trả lương rất thấp, sau thời gian thực tập có thể bị đuổi",2
"Sếp quản lý dự án tốt, vui vẻ hòa đồng.",0
"Công việc nhàm chán, thích hợp người muốn yên ổn",0
"Môi trường làm việc tốt, có nhiều khóa đào tạo chuyên ngành cho nhân viên mới",0
"Lương phù hợp với năng lực, số năm kinh nghiệm",2
Không phù hợp với người trẻ,2
Môi trường làm việc tốt,2
Môi trường làm việc không chuyên nghiệp và thoải mái.,0
"Môi trường tốt, nhưng tồn đọng nhiều vấn đề đáng tiếc.",2
"Công ty đang trong thời kì thay đổi, không ổn định.",2
Công việc ổn định.,1
Công ty có nhiều vấn đề gây bức xúc.,0
Môi trường làm việc thoải mái,2
Nhiều khóa training,0
Lương là vấn đề muôn thuở.,2
Môi trường tập đoàn chuyên nghiệp,1
"Thân thiện, văn phòng đẹp, có nhiều hoạt động training",0
"Mội trường làm việc tốt, có cơ học học tiếng Anh.",0
Thích hợp cho người mới ra trường và trải nghiệm,1
Đồng nghiệp không thân thiện.,2
Vấn đề về nhân sự nên được quan tâm,2
Phù hợp cho sinh viên thực tập,2
Phân công và sắp xếp công việc chưa hợp lí,0
Great working environment,0
Best Place to Work in Ho Chi Minh city,0
Các sếp hay đi trễ quá ạ.,2
Good place to launch your career,0
Công ty có những chuyển biến tích cực.,2
Nhiều trải nghiệm đáng giá và thú vị.,2
Môi trường tốt cho ai muốn cải thiện ngoại ngữ,1
Không có sự sáng tạo và năng động,2
Không thích hợp với người trẻ,2
Tôi hoàn toàn không nắm rõ được việc mình đang làm,2
Phù hợp cho ai thích ổn định,2
Không phù hợp cho các bạn thích 1 môi trường năng động.,2
"Ngột ngạt, tù túng, áp lực.",2
View đẹp - Sếp hiền,1
Một công ty tuyệt vời cho bác bạn Dev,1
"Môi trường làm việc chuyên nghiệp, process rõ ràng",1
Văn hoá tôn trọng và lắng nghe nhân viên.,0
Môi trường phù hợp với intern và fresher,1
Công ty tốt,1
"Dự án hay, nhiều cái để học hỏi",0
Làm nguyên 1 năm ko tăng 1 đồng xu lương,1
Môi trường tốt để phát triển bản thân,1
Quy trình phỏng vấn rườm rà và thiếu chuyên nghiệp,0
Công ty tốt để học và phát triển sự nghiệp,0
Mọi thứ đều ổn trừ việc bạn có được lên level hay không,1
Còn nhiều bất cập dẫn đến khó phát triển về lâu dài,1
"Công ty trẻ, năng động",1
"Chậm lương, công nghệ cũ",2
Môi trường thoả mái,0
"Môi trường thân thiện, hòa đồng",0
Môi trường làm việc chuyên nghiệp,1
Môi trường làm việc thoải mái,2
chế độ đãi ngộ tốt,1
Môi trường làm việc ổn nhưng còn nhiều bất cập,2
Mội trường ok nhưng còn nhiều bất cập,2
"Team tốt, môi trường tốt",0
Môi trường tốt,0
Môi trường OK nhưng vẫn còn nhiều bất cập,0
"1 số thứ cần cải thiện, nhưng overall là 1 công ty khá tốt ở thị trường Viet Nam",0
Sếp tốt và mọi người đều được cấp macbook,0
Great working environment,0
Được tin tưởng để trao thử thách và được hỗ trợ để phát triển hết khả năng,0
"Công ty tốt, công việc ổn định",0
"Điều kiện làm việc tốt, môi trường năng động.",1
Sếp rất quan tâm đến nhân viên,0
"MÔI TRƯỜNG ỔN, PHÚC LỢI TỐT",1
Môi trường thân thiện,1
Công ty tuyệt vời! đáng apply,1
"Sếp tốt, môi trường tốt",2
Môi trường tốt cho những bạn muốn phát triển bản thân,0
"Good company, good boss, good managers, good colleagues",1
Good place to work,0
Sếp chính thật kinh khủng,2
Công việc cần người giỏi nhưng lương phải không được cao và sếp không đúng giờ!,0
Công ty chuyên nghiệp,2
Great place to work and improve yourself,1
open for feedback and put effort to make improvement,0
"Môi trường thân thiện, sếp hoà đồng",0
Công ty tốt,0
"Công ty tốt, đồng nghiệp thân thiện",1
"Tổng thể công ty tốt, đồng nghiệp thân thiện",1
Tổng quan cty cực kì tốt,1
Công ty có môi trường làm việc tuyệt vời,0
Amazing workplace environment,1
Môi trường thân thiện và chú trọng phát triển bản thân,0
"Môi trường tốt, làm việc không bị phân chia giai cấp",2
Một nơi tuyệt vời để phát triển bán thân,1
Great place to learn and improve yourself,1
Great place to work,0
"Sếp rất tốt, môi trường thân thiện, quy trình làm việc chuẩn quốc tế",0
"Công ty phát triển bền vững, môi trường làm việc năng động",1
Môi trường làm việc thân thiện và giàu cơ hội phát triển,1
Good Workplace with Some Room for Improvement,0
Good Environment with Room for Growth,0
Average experience with potential for improvement,0
Average experience with room for growth,0
"Quản lý cởi mở, giờ làm linh hoạt và nhiều phúc lợi cho nhân viên",1
Candidate-focused company with potential for enhanced benefits,0
Chế độ ổn,0
Juinior dev,2
mọi người đoàn kết,1
